id_llamada,fecha,hora,id_agente,nombre_agente,turno,area,antiguedad_años,tipo_gestion,canal,provincia_cliente,AHT_segundos,FCR,rellamado_7dias,PEC_error_critico,NPS_score,satisfaccion_agente,ausente,motivo_ausencia,columna_sistema_interno
CALL-01572,2024-10-03,14:44,AG010,Tomás González,Mañana,Cobranzas,1,Cobranza,Callback,Buenos Aires,341,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-04080,2024-09-08,16:18,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Cobranza,Outbound,Mendoza,241,0,1,0,3.0,5,0,,SVC_AR_2024
CALL-01123,2024-12-05,12:00,AG010,Tomás González,Mañana,Cobranzas,1,Cobranza,Callback,Santa Fe,258,1,0,0,10.0,2,0,,SVC_AR_2024
CALL-02787,2024-12-22,11:05,AG010,Tomás González,Mañana,Cobranzas,1,Venta,Callback,Córdoba,410,1,0,0,8.0,3,0,,SVC_AR_2024
CALL-02968,2024-11-07,09:50,AG006,Nicolás Pérez,Noche,Cobranzas,1,Consulta,Chat derivado a voz,CABA,107,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-02505,2024-07-21,16:19,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Soporte Técnico,Callback,Santa Fe,565,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-03466,2024-08-02,19:32,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Consulta,Outbound,Mendoza,373,1,0,0,5.0,2,0,,SVC_AR_2024
CALL-00676,2024-09-29,10:11,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Cobranza,Inbound,Rosario,341,0,0,0,7.0,3,0,,SVC_AR_2024
CALL-02809,2024-08-08,22:38,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Cobranza,Inbound,Rosario,243,1,1,0,,2,0,,SVC_AR_2024
CALL-03349,2024-11-04,07:29,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Baja de Servicio,Chat derivado a voz,Mendoza,375,1,0,0,10.0,3,0,,SVC_AR_2024
CALL-00729,2024-08-20,22:01,AG014,Sebastián Castro,Tarde,Cobranzas,1,Venta,Callback,Santa Fe,586,1,0,0,7.0,2,0,,SVC_AR_2024
CALL-00413,2024-10-27,11:49,AG001,Valentina López,Mañana,Atención al Cliente,3,Reclamo,Chat derivado a voz,CABA,295,1,0,0,8.0,2,0,,SVC_AR_2024
CALL-03147,2024-02-18,10:18,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Baja de Servicio,Callback,Santa Fe,418,0,1,0,2.0,5,0,,SVC_AR_2024
CALL-01517,2024-06-16,16:32,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Soporte Técnico,Callback,Santa Fe,542,0,1,0,,5,0,,SVC_AR_2024
CALL-00826,21/08/2024,12:39,AG006,Nicolás Pérez,Noche,Cobranzas,1,Venta,Chat derivado a voz,Buenos Aires,451,1,0,0,6.0,5,0,,SVC_AR_2024
CALL-03268,2024-09-07,18:43,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Reclamo,Callback,Santa Fe,379,1,0,0,8.0,4,1,,SVC_AR_2024
CALL-03975,2024-01-15,12:00,AG012,Ignacio Herrera,Noche,Ventas,2,Venta,Chat derivado a voz,Mendoza,375,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-00617,2024-09-29,15:26,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Baja de Servicio,Outbound,Córdoba,420,1,0,0,10.0,3,0,,SVC_AR_2024
CALL-00115,2024-04-06,14:36,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Venta,Callback,CABA,442,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-00418,2024-04-23,10:59,AG006,Nicolás Pérez,Noche,Cobranzas,1,Cobranza,Inbound,Buenos Aires,266,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-03070,2024-06-30,11:21,AG004,Lucas García,Mañana,Ventas,2,Consulta,Inbound,Santa Fe,92,0,1,0,3.0,4,0,,SVC_AR_2024
CALL-01626,2024-08-29,16:23,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Venta,Chat derivado a voz,Rosario,373,1,0,0,,2,0,,SVC_AR_2024
CALL-04966,2024-11-22,11:25,AG008,Agustín Sánchez,Tarde,Ventas,2,Cobranza,Outbound,Rosario,216,1,0,0,6.0,3,0,,SVC_AR_2024
CALL-04186,2024-07-26,17:11,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Cobranza,Inbound,Tucumán,352,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-02897,2024-11-07,08:03,AG006,Nicolás Pérez,Noche,Cobranzas,1,Cobranza,Outbound,Mendoza,328,1,0,0,9.0,2,0,,SVC_AR_2024
CALL-04687,2024-05-03,09:17,AG003,Camila Fernández,Noche,Soporte Técnico,5,Venta,Callback,Córdoba,454,1,1,0,6.0,1,0,,SVC_AR_2024
CALL-02083,2024-07-29,15:55,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Venta,Inbound,Rosario,546,0,1,0,6.0,3,0,,SVC_AR_2024
CALL-00754,2024-02-09,15:16,AG003,Camila Fernández,Noche,Soporte Técnico,5,Cobranza,Chat derivado a voz,CABA,362,1,0,0,10.0,2,0,,SVC_AR_2024
CALL-02547,2024-07-03,14:34,AG001,Valentina López,Mañana,Atención al Cliente,3,Soporte Técnico,Callback,Tucumán,599,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-03970,16/12/2024,19:31,AG012,Ignacio Herrera,Noche,Ventas,2,Cobranza,Outbound,CABA,326,1,0,0,10.0,5,0,,SVC_AR_2024
CALL-03374,2024-07-03,08:38,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Consulta,Callback,Buenos Aires,228,1,0,0,10.0,3,0,,SVC_AR_2024
CALL-04108,2024-08-31,17:10,AG007,Florencia Torres,Mañana,Soporte Técnico,6, Reclamo,Callback,Tucumán,379,1,0,0,9.0,4,1,Licencia,SVC_AR_2024
CALL-02445,2024-02-13,19:16,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Baja de Servicio,Outbound,Buenos Aires,389,1,0,0,7.0,3,0,,SVC_AR_2024
CALL-04381,2024-08-10,20:15,AG008,Agustín Sánchez,Tarde,Ventas,2,Cobranza,Chat derivado a voz,Mendoza,339,0,1,0,4.0,4,0,,SVC_AR_2024
CALL-01067,2024-07-22,14:14,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Reclamo,Outbound,Mendoza,328,0,0,0,7.0,4,0,,SVC_AR_2024
CALL-03914,2024-06-17,19:59,AG002,ValentÃ­na LÃ³pez,Tarde,Cobranzas,1,Baja de Servicio,Outbound,Buenos Aires,475,0,0,0,6.0,1,0,,SVC_AR_2024
CALL-03499,2024-08-10,17:01,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Baja de Servicio,Chat derivado a voz,Rosario,404,0,1,0,,5,1,,SVC_AR_2024
CALL-02739,2024-03-11,14:32,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Reclamo,Inbound,Buenos Aires,392,1,0,0,6.0,4,1,,SVC_AR_2024
CALL-04001,2024-06-17,15:56,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Venta,Inbound,Buenos Aires,487,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-01569,2024-07-09,08:09,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Venta,Inbound,Santa Fe,596,0,1,0,5.0,4,0,,SVC_AR_2024
CALL-02428,2024-08-12,22:22,AG003,Camila Fernández,Noche,Soporte Técnico,5,Reclamo,Inbound,Buenos Aires,352,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-03747,2024-11-21,08:27,AG001,Valentina López,Mañana,Atención al Cliente,3,Baja de Servicio,Inbound,Rosario,343,1,0,0,9.0,3,0,,SVC_AR_2024
CALL-04655,2024-03-10,13:45,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Reclamo,Outbound,CABA,326,1,0,0,10.0,3,0,,SVC_AR_2024
CALL-01688,2024-11-02,22:14,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Baja de Servicio,Inbound,Mendoza,472,0,1,1,2.0,4,0,,SVC_AR_2024
CALL-00852,2024-09-14,14:53,AG004,Lucas García,Mañana,Ventas,2,Reclamo,Inbound,Santa Fe,408,1,0,0,9.0,3,0,,SVC_AR_2024
CALL-03547,2024-10-27,14:19,AG004,Lucas García,Mañana,Ventas,2,Consulta,Inbound,Tucumán,231,1,1,0,9.0,4,1,,SVC_AR_2024
CALL-00896,2024-08-25,22:35,AG014,Sebastián Castro,Tarde,Cobranzas,1,Venta,Inbound,Buenos Aires,396,0,1,0,1.0,5,0,,SVC_AR_2024
CALL-04593,2024-05-09,21:01,AG014,Sebastián Castro,Tarde,Cobranzas,1,Baja de Servicio,Outbound,Córdoba,449,1,0,0,6.0,4,0,,SVC_AR_2024
CALL-00336,2024-01-03,13:13,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Soporte Técnico,Inbound,Mendoza,406,1,0,0,8.0,3,0,,SVC_AR_2024
CALL-02840,2024-12-15,08:14,AG006,Nicolás Pérez,Noche,Cobranzas,1,Baja de Servicio,Chat derivado a voz,Tucumán,439,1,0,1,5.0,5,0,,SVC_AR_2024
CALL-03088,2024-04-17,15:35,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Cobranza,Inbound,Rosario,222,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-04612,2024-02-04,18:57,AG014,Sebastián Castro,Tarde,Cobranzas,1,Soporte Técnico,Inbound,Córdoba,423,1,0,1,6.0,4,0,,SVC_AR_2024
CALL-01349,2024-04-05,15:01,AG001,Valentina López,Mañana,Atención al Cliente,3,Soporte Técnico,Chat derivado a voz,Córdoba,522,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-01016,2024-08-09,13:39,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Venta,Chat derivado a voz,Tucumán,457,0,1,0,4.0,4,0,,SVC_AR_2024
CALL-02817,2024-03-31,12:41,AG001,Valentina López,Mañana,Atención al Cliente,3,Baja de Servicio,Inbound,Rosario,258,0,1,0,3.0,2,0,,SVC_AR_2024
CALL-01632,2024-07-18,22:15,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Baja de Servicio,Callback,CABA,372,1,1,0,5.0,3,0,,SVC_AR_2024
CALL-02490,2024-08-30,18:24,AG010,Tomás González,Mañana,Cobranzas,1,Baja de Servicio,Callback,CABA,530,1,0,0,,2,0,,SVC_AR_2024
CALL-03731,2024-11-26,20:45,AG008,Agustín Sánchez,Tarde,Ventas,2,Reclamo,Chat derivado a voz,Córdoba,325,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-03252,2024-11-10,16:48,AG012,Ignacio Herrera,Noche,Ventas,2,Consulta,Inbound,CABA,214,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-04650,2024-08-22,20:11,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Baja de Servicio,Callback,Tucumán,387,1,0,0,,5,0,,SVC_AR_2024
CALL-02071,2024-01-26,18:19,AG006,Nicolás Pérez,Noche,Cobranzas,1,Baja de Servicio,Callback,Tucumán,346,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-04453,2024-01-19,09:39,AG006,Nicolás Pérez,Noche,Cobranzas,1,Reclamo,Chat derivado a voz,Santa Fe,404,1,0,1,3.0,3,0,,SVC_AR_2024
CALL-04898,2024-03-18,07:15,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Baja de Servicio,Callback,Rosario,0,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-01636,2024-12-19,07:08,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Venta,Chat derivado a voz,Rosario,474,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-02480,2024-12-07,20:59,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Soporte Técnico,Chat derivado a voz,Rosario,492,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-02266,2024-03-28,10:05,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Cobranza,Inbound,Tucumán,276,0,0,0,8.0,4,0,,SVC_AR_2024
CALL-02960,2024-11-24,16:54,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Baja de Servicio,Chat derivado a voz,Santa Fe,331,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-04747,2024-08-06,22:11,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Cobranza,Chat derivado a voz,Mendoza,242,1,0,0,8.0,1,0,,SVC_AR_2024
CALL-03060,2024-06-11,22:55,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Reclamo,Inbound,Buenos Aires,448,1,1,0,7.0,1,0,,SVC_AR_2024
CALL-02142,2024-03-27,17:03,AG010,Tomás González,Mañana,Cobranzas,1,Consulta,Inbound,Rosario,110,1,0,1,3.0,2,0,,SVC_AR_2024
CALL-03119,2024-03-05,19:18,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Baja de Servicio,Inbound,Rosario,410,1,0,0,8.0,4,1,Sin justificar,SVC_AR_2024
CALL-04741,2024-07-21,13:17,AG001,Valentina López,Mañana,Atención al Cliente,3,Consulta,Outbound,Tucumán,239,1,0,0,,4,0,,SVC_AR_2024
CALL-04046,2024-03-09,09:28,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Soporte Técnico,Chat derivado a voz,CABA,537,0,1,0,5.0,2,0,,SVC_AR_2024
CALL-03357,2024-06-27,21:03,AG014,Sebastián Castro,Tarde,Cobranzas,1,Soporte Técnico,Outbound,Mendoza,442,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-02745,2024-02-01,21:38,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Consulta,Callback,Santa Fe,280,1,0,1,2.0,3,0,,SVC_AR_2024
CALL-03507,2024-02-13,07:49,AG001,Valentina López,Mañana,Atención al Cliente,3,Baja de Servicio,Callback,Mendoza,372,0,1,0,6.0,2,0,,SVC_AR_2024
CALL-01680,2024-12-14,12:40,AG003,Camila Fernández,Noche,Soporte Técnico,5,Consulta,Outbound,Mendoza,193,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-04250,2024-03-06,22:19,AG001,Valentina López,Mañana,Atención al Cliente,3,Cobranza,Callback,CABA,243,0,1,0,3.0,3,0,,SVC_AR_2024
CALL-03148,2024-06-10,09:16,AG001,Valentina López,Mañana,Atención al Cliente,3,Consulta,Outbound,CABA,147,1,0,0,8.0,3,0,,SVC_AR_2024
CALL-02295,2024-05-15,20:39,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Soporte Técnico,Outbound,Tucumán,527,0,1,0,4.0,4,0,,SVC_AR_2024
CALL-00581,2024-02-29,15:56,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Venta,Chat derivado a voz,Tucumán,478,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-01471,2024-01-20,20:06,AG012,Ignacio Herrera,Noche,Ventas,2,Venta,Chat derivado a voz,Buenos Aires,412,1,0,0,4.0,5,0,,SVC_AR_2024
CALL-04071,2024-06-25,08:52,AG008,Agustín Sánchez,Tarde,Ventas,2,Soporte Técnico,Outbound,Córdoba,512,1,1,0,5.0,4,0,,SVC_AR_2024
CALL-03344,01/07/2024,07:48,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Baja de Servicio,Callback,Santa Fe,401,1,0,1,7.0,4,0,,SVC_AR_2024
CALL-04584,2024-06-10,08:55,AG001,Valentina López,Mañana,Atención al Cliente,3,Soporte Técnico,Inbound,Mendoza,545,1,0,0,6.0,4,0,,SVC_AR_2024
CALL-03673,2024-02-11,16:03,AG001,Valentina López,Mañana,Atención al Cliente,3,Reclamo,Outbound,Mendoza,402,0,1,0,4.0,5,0,,SVC_AR_2024
CALL-00560,2024-11-03,11:50,AG014,Sebastián Castro,Tarde,Cobranzas,1,Soporte Técnico,Chat derivado a voz,Buenos Aires,423,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-02850,2024-12-07,19:16,AG006,Nicolás Pérez,Noche,Cobranzas,1,Reclamo,Outbound,Tucumán,353,1,0,0,5.0,4,0,,SVC_AR_2024
CALL-00513,2024-07-18,14:32,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Cobranza,Chat derivado a voz,Tucumán,178,0,1,0,6.0,5,0,,SVC_AR_2024
CALL-01082,2024-07-31,14:11,AG010,Tomás González,Mañana,Cobranzas,1,Reclamo,Callback,Santa Fe,388,1,0,1,5.0,5,0,,SVC_AR_2024
CALL-01665,06/03/2024,17:42,AG008,Agustín Sánchez,Tarde,Ventas,2,Venta,Callback,Santa Fe,9999,1,0,0,7.0,4,1,,SVC_AR_2024
CALL-01013,2024-11-30,12:00,AG010,Tomás González,Mañana,Cobranzas,1,Venta,Chat derivado a voz,Rosario,368,1,0,0,8.0,2,1,,SVC_AR_2024
CALL-01932,2024-08-04,12:15,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Soporte Técnico,Inbound,Rosario,523,0,0,0,4.0,1,1,Licencia,SVC_AR_2024
CALL-01151,2024-03-16,16:09,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Soporte Técnico,Inbound,Mendoza,651,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-02839,2024-06-25,08:07,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Venta,Chat derivado a voz,Córdoba,403,1,0,1,5.0,4,0,,SVC_AR_2024
CALL-00117,2024-09-14,17:55,AG001,Valentina López,Mañana,Atención al Cliente,3,Reclamo,Inbound,Mendoza,481,0,1,0,6.0,2,0,,SVC_AR_2024
CALL-00741,2024-07-14,20:34,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Soporte Técnico,Outbound,Buenos Aires,520,1,0,0,,3,0,,SVC_AR_2024
CALL-04822,2024-08-28,20:13,AG006,Nicolás Pérez,Noche,Cobranzas,1,Baja de Servicio,Outbound,Mendoza,437,0,1,0,5.0,5,0,,SVC_AR_2024
CALL-03676,2024-02-11,22:44,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Soporte Técnico,Callback,Mendoza,535,1,0,0,10.0,1,0,,SVC_AR_2024
CALL-00831,2024-08-30,16:48,AG012,Ignacio Herrera,Noche,Ventas,2,Venta,Outbound,Rosario,465,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-00120,2024-09-06,08:39,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Baja de Servicio,Chat derivado a voz,Buenos Aires,401,1,0,0,8.0,2,0,,SVC_AR_2024
CALL-04795,2024-02-29,15:44,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Consulta,Callback,Tucumán,190,1,0,0,6.0,5,0,,SVC_AR_2024
CALL-04754,2024-09-23,07:55,AG004,Lucas García,Mañana,Ventas,2,Baja de Servicio,Chat derivado a voz,Tucumán,401,0,0,0,5.0,5,1,Sin justificar,SVC_AR_2024
CALL-00636,2024-07-28,17:07,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Venta,Inbound,Rosario,346,1,0,0,8.0,2,0,,SVC_AR_2024
CALL-04466,2024-06-29,08:54,AG006,Nicolás Pérez,Noche,Cobranzas,1,Soporte Técnico,Callback,Buenos Aires,531,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-04365,2024-07-01,17:56,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Venta,Inbound,Santa Fe,398,0,0,1,,5,1,Capacitación,SVC_AR_2024
CALL-04143,2024-10-21,07:03,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Baja de Servicio,Outbound,Santa Fe,386,1,0,0,,4,0,,SVC_AR_2024
CALL-00992,2024-08-30,08:47,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Inbound,Mendoza,450,1,0,0,,3,0,,SVC_AR_2024
CALL-00877,2024-10-12,16:56,AG001,Valentina López,Mañana,Atención al Cliente,3,Reclamo,Outbound,Córdoba,442,1,0,0,6.0,4,0,,SVC_AR_2024
CALL-00005,2024-02-19,18:54,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Soporte Técnico,Inbound,Tucumán,465,1,0,0,,3,0,,SVC_AR_2024
CALL-03052,2024-03-02,08:53,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Outbound,Santa Fe,625,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-03125,2024-02-18,22:55,AG012,Ignacio Herrera,Noche,Ventas,2,Consulta,Outbound,Tucumán,168,1,0,0,,4,0,,SVC_AR_2024
CALL-02661,2024-01-07,17:12,AG012,Ignacio Herrera,Noche,Ventas,2,Soporte Técnico,Inbound,CABA,610,0,0,0,2.0,2,0,,SVC_AR_2024
CALL-02492,17/05/2024,09:04,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Soporte Técnico,Chat derivado a voz,Córdoba,377,1,0,1,4.0,4,0,,SVC_AR_2024
CALL-03855,2024-04-19,09:33,AG001,Valentina López,Mañana,Atención al Cliente,3,Soporte Técnico,Chat derivado a voz,CABA,593,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-01716,2024-12-28,22:34,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Cobranza,Outbound,Tucumán,295,1,0,1,3.0,3,0,,SVC_AR_2024
CALL-01149,2024-12-13,11:33,AG006,Nicolás Pérez,Noche,Cobranzas,1,Venta,Inbound,Santa Fe,527,1,0,1,5.0,4,0,,SVC_AR_2024
CALL-03262,2024-12-23,09:13,AG004,Lucas García,Mañana,Ventas,2,Baja de Servicio,Callback,Santa Fe,368,0,1,0,,2,0,,SVC_AR_2024
CALL-00575,2024-05-26,08:49,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Cobranza,Callback,CABA,270,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-03770,2024-12-20,20:01,AG011,Julieta Morales,Tarde,Soporte Técnico,4,RECLAMO,Inbound,CABA,379,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-03737,2024-07-31,11:18,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Outbound,Buenos Aires,561,1,0,0,4.0,5,0,,SVC_AR_2024
CALL-04147,2024-08-29,08:00,AG004,Lucas García,Mañana,Ventas,2,Reclamo,Outbound,Tucumán,439,0,0,0,,4,0,,SVC_AR_2024
CALL-00854,2024-11-01,17:11,AG014,Sebastián Castro,Tarde,Cobranzas,1,Soporte Técnico,Inbound,Buenos Aires,445,0,0,0,4.0,4,0,,SVC_AR_2024
CALL-01983,2024-09-13,13:13,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Soporte Técnico,Chat derivado a voz,Mendoza,499,0,0,0,8.0,2,0,,SVC_AR_2024
CALL-02775,2024-01-27,15:06,AG012,Ignacio Herrera,Noche,Ventas,2,Cobranza,Callback,Rosario,235,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-01167,2024-02-20,17:04,AG010,Tomás González,Mañana,Cobranzas,1,Reclamo,Outbound,Santa Fe,441,0,0,0,7.0,4,0,,SVC_AR_2024
CALL-00972,2024-07-04,12:46,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Reclamo,Callback,Tucumán,334,0,0,0,5.0,3,0,,SVC_AR_2024
CALL-02702,2024-01-07,07:51,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Cobranza,Inbound,Buenos Aires,375,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-04496,2024-08-22,17:38,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Soporte Técnico,Chat derivado a voz,Córdoba,459,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-03848,2024-01-29,09:52,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Baja de Servicio,Inbound,Rosario,477,1,0,0,10.0,3,0,,SVC_AR_2024
CALL-02369,2024-06-28,08:05,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Consulta,Inbound,Mendoza,188,1,0,0,8.0,2,0,,SVC_AR_2024
CALL-04116,2024-03-27,22:45,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Callback,Mendoza,521,0,1,0,,4,0,,SVC_AR_2024
CALL-04132,2024-10-23,14:10,AG012,Ignacio Herrera,Noche,Ventas,2,Soporte Técnico,Inbound,Mendoza,469,1,1,1,3.0,1,0,,SVC_AR_2024
CALL-02951,2024-11-29,14:54,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Baja de Servicio,Inbound,Buenos Aires,438,1,0,0,8.0,1,0,,SVC_AR_2024
CALL-00525,2024-09-20,21:31,AG014,Sebastián Castro,Tarde,Cobranzas,1,Venta,Outbound,Córdoba,384,1,0,0,6.0,1,0,,SVC_AR_2024
CALL-02456,2024-03-01,15:11,AG012,Ignacio Herrera,Noche,Ventas,2,Cobranza,Inbound,Tucumán,338,1,0,0,7.0,4,1,,SVC_AR_2024
CALL-01842,2024-09-18,19:10,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Venta,Chat derivado a voz,Córdoba,395,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-00538,2024-08-24,09:18,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Cobranza,Outbound,Tucumán,399,0,1,0,5.0,4,0,,SVC_AR_2024
CALL-02807,2024-07-12,13:09,AG008,Agustín Sánchez,Tarde,Ventas,2,Baja de Servicio,Outbound,Córdoba,372,1,0,0,6.0,4,0,,SVC_AR_2024
CALL-04342,2024-10-17,14:58,AG012,Ignacio Herrera,Noche,Ventas,2,Consulta,Chat derivado a voz,Córdoba,208,0,1,0,3.0,5,0,,SVC_AR_2024
CALL-03176,2024-11-02,10:29,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Reclamo,Inbound,Buenos Aires,464,1,0,0,,2,1,,SVC_AR_2024
CALL-00785,2024-10-29,09:52,AG010,Tomás González,Mañana,Cobranzas,1,Reclamo,Outbound,CABA,388,0,1,0,4.0,5,0,,SVC_AR_2024
CALL-04058,2024-04-29,15:51,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Venta,Inbound,Buenos Aires,401,1,0,0,5.0,4,0,,SVC_AR_2024
CALL-01410,2024-05-03,16:25,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Cobranza,Inbound,Mendoza,173,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-02538,2024-04-22,13:16,AG004,Lucas García,Mañana,Ventas,2,Consulta,Inbound,Tucumán,239,0,0,0,9.0,4,0,,SVC_AR_2024
CALL-00155,2024-02-17,20:06,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Consulta,Outbound,Mendoza,175,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-03010,2024-05-10,16:04,AG003,Camila Fernández,Noche,Soporte Técnico,5,Reclamo,Chat derivado a voz,Santa Fe,474,1,1,1,4.0,3,0,,SVC_AR_2024
CALL-01687,2024-12-10,15:48,AG008,Agustín Sánchez,Tarde,Ventas,2,RECLAMO,Chat derivado a voz,Mendoza,392,1,0,0,,3,0,,SVC_AR_2024
CALL-02902,2024-10-07,11:11,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Consulta,Callback,Mendoza,168,0,0,0,,4,0,,SVC_AR_2024
CALL-04965,2024-08-19,08:21,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Venta,Chat derivado a voz,Tucumán,478,0,1,0,3.0,2,0,,SVC_AR_2024
CALL-03864,2024-02-08,16:50,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Consulta,Callback,Córdoba,143,0,1,0,5.0,5,0,,SVC_AR_2024
CALL-02734,2024-09-13,11:48,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Venta,Outbound,CABA,464,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-01896,2024-04-25,15:26,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Venta,Chat derivado a voz,Rosario,550,1,0,0,8.0,2,0,,SVC_AR_2024
